visa,doc
constitution_1996,"Décret présidentiel n° 21-182 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière."
LOI n° 84-17 — relative aux lois de finances,"Décret présidentiel n° 21-182 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière."
LOI n° 20-16 — portant loi de finances pour 2021,"Décret présidentiel n° 21-182 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière."
ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021,"Décret présidentiel n° 21-182 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière."
"DECRET PRESIDENTIEL — portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances complémentaire pour 2021, au budget des charges communes","Décret présidentiel n° 21-182 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière."
"DECRET EXECUTIF n° 21-29 — portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2021, au ministre de la santé, de la population et de la réforme hospitalière","Décret présidentiel n° 21-182 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière."
ORDONNANCE n° 06-03 — portant statut général de la fonction publique,
DECRET PRESIDENTIEL n° 21-78 — portant nomination des membres du Gouvernement,
"DECRET EXECUTIF n° 04-332 — fixant les attributions du ministre de la justice, garde des sceaux",
DECRET EXECUTIF n° 08-04 — portant statut particulier des fonctionnaires appartenant aux corps communs aux institutions et administrations publiques,
"DECRET EXECUTIF n° 08-05 — portant statut particulier des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs",
DECRET EXECUTIF n° 08-315 — portant statut particulier des fonctionnaires appartenant aux corps spécifiques de l'éducation nationale,
DECRET EXECUTIF n° 09-93 — portant statut particulier des fonctionnaires appartenant aux corps spécifiques de la formation et de l'enseignement professionnels,
DECRET EXECUTIF n° 09-240 — portant statut particulier des fonctionnaires appartenant aux corps des psychologues de santé publique,
DECRET EXECUTIF n° 09-241 — portant statut particulier des fonctionnaires appartenant aux corps techniques spécifiques de l'administration chargée de l'habitat et de l'urbanisme,
DECRET EXECUTIF n° 09-393 — portant statut particulier des fonctionnaires appartenant aux corps des praticiens médicaux généralistes de santé publique,
DECRET EXECUTIF n° 10-07 — portant statut particulier des fonctionnaires appartenant aux corps spécifiques à l'administration chargée de la jeunesse et des sports,
DECRET EXECUTIF n° 11-121 — portant statut particulier des fonctionnaires appartenant aux corps des paramédicaux de santé publique,
"DECRET EXECUTIF n° 20-199 — relatif aux commissions administratives paritaires, commissions de recours et des comités techniques dans les institutions et administrations publiques",
"LOI n° 01-14 — relative à l'organisation, la sécurité et la police de la circulation routière",
DECRET PRESIDENTIEL n° 21-78 — portant nomination des membres du Gouvernement,
DECRET EXECUTIF n° 98-271 — portant réaménagement des statuts du centre national pour l'étude et la recherche en inspection technique automobile (CNERITA) et modification de sa dénomination,
DECRET EXECUTIF n° 03-223 — relatif à l'organisation du contrôle technique des véhicules automobiles et les modalités de son exercice,
ARRETE — portant définition du cahier des charges-type portant conditions et modalités de création et d'exploitation d'une agence de contrôle technique des véhicules automobiles,
"LOI n° 01-14 — relative à l'organisation, la sécurité et la police de la circulation routière",
DECRET PRESIDENTIEL n° 21-78 — portant nomination des membres du Gouvernement,
DECRET EXECUTIF n° 98-271 — portant réaménagement des statuts du centre national pour l'étude et la recherche en inspection technique automobile (CNERITA) et modification de sa dénomination,
DECRET EXECUTIF n° 03-223 — relatif à l'organisation du contrôle technique des véhicules automobiles et les modalités de son exercice,
ARRETE — portant définition du cahier des charges-type portant conditions et modalités de création et d'exploitation d'une agence de contrôle technique des véhicules automobiles,
ARRETE — définissant les caractéristiques ainsi que la forme de l'agrément de contrôleur technique des véhicules automobiles,
LOI n° 84-09 — relative à l'organisation territoriale du pays,
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,
DECRET EXECUTIF n° 06-327 — fixant l'organisation et les attributions des services extérieurs de l'administration fiscale,
ARRETE INTERMINISTERIEL — fixant l'organisation et les attributions des services extérieurs de l'administration fiscale,
ARRETE — fixant la consistance territoriale des directions régionales et des directions des impôts de wilayas,
ARRETE — fixant le ressort territorial des services régionaux des recherches et vérifications,
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,"Arrêté — portant délégation de signature au directeur général des ressources humaines, de la formation et des statuts."
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,"Arrêté — portant délégation de signature au directeur général des ressources humaines, de la formation et des statuts."
DECRET EXECUTIF n° 21-134 — portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique,"Arrêté — portant délégation de signature au directeur général des ressources humaines, de la formation et des statuts."
DECRET EXECUTIF n° 21-282 — autorisant les membres du Gouvernement à déléguer leur signature,"Arrêté — portant délégation de signature au directeur général des ressources humaines, de la formation et des statuts."
"DECRET PRESIDENTIEL — portant nomination de M. Boualem Saidani, directeur général des enseignements et de la formation au ministère de l'enseignement supérieur et de la recherche scientifique","Arrêté — portant délégation de signature au directeur général des ressources humaines, de la formation et des statuts."
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET EXECUTIF n° 21-134 — portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET EXECUTIF n° 21-282 — autorisant les membres du Gouvernement à déléguer leur signature,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
"DECRET EXECUTIF — portant nomination de M. Abdelhakim Djebrani, directeur des finances au ministère de l'enseignement supérieur et de la recherche scientifique",ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
DECRET EXECUTIF n° 21-134 — portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
DECRET EXECUTIF n° 21-282 — autorisant les membres du Gouvernement à déléguer leur signature,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
"DECRET EXECUTIF — portant nomination de M. Ali Choukri, directeur des diplômes et des équivalences au ministère de l'enseignement supérieur et de la recherche scientifique",ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET EXECUTIF n° 21-134 — portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET EXECUTIF n° 21-282 — autorisant les membres du Gouvernement à déléguer leur signature,ARRÊTÉ — portant délégation de signature au directeur de cabinet.
"DECRET EXECUTIF — portant nomination de M. El-Hadj Kamli, directeur des moyens, du patrimoine et des contrats au ministère de l'enseignement supérieur et de la recherche scientifique",ARRÊTÉ — portant délégation de signature au directeur de cabinet.
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,Arrêté n° — portant délégation de signature au sous-directeur du budget et de la comptabilité.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,Arrêté n° — portant délégation de signature au sous-directeur du budget et de la comptabilité.
DECRET EXECUTIF n° 21-134 — portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique,Arrêté n° — portant délégation de signature au sous-directeur du budget et de la comptabilité.
DECRET EXECUTIF n° 21-282 — autorisant les membres du Gouvernement à déléguer leur signature,Arrêté n° — portant délégation de signature au sous-directeur du budget et de la comptabilité.
"DECRET EXECUTIF — portant nomination de M. Fatah Mansour Khodja, sous-directeur du budget de fonctionnement au ministère de l'enseignement supérieur et de la recherche scientifique",Arrêté n° — portant délégation de signature au sous-directeur du budget et de la comptabilité.
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
DECRET EXECUTIF n° 13-77 — fixant les attributions du ministre de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
DECRET EXECUTIF n° 21-134 — portant organisation de l'administration centrale du ministère de l'enseignement supérieur et de la recherche scientifique,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
DECRET EXECUTIF n° 21-282 — autorisant les membres du Gouvernement à déléguer leur signature,ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
"DECRET EXECUTIF — portant nomination de Mme. Karima Belhaouchet, sous-directrice de la mobilité des étudiants et des personnels au ministère de l'enseignement supérieur et de la recherche scientifique",ARRÊTÉ — portant délégation de signature au directeur de l'administration des moyens.
constitution_1996,"Décret présidentiel n° 22-179 — portant ratification du protocole portant amendement de l'article 50 alinéa -a- de la convention relative à l'aviation civile internationale, signé à Montréal, le 6 octobre 2016."
constitution_1996,"Décret présidentiel n° 22-180 — portant ratification du protocole portant amendement de l'article 56 de la convention relative à l'aviation civile internationale, signé à Montréal, le 6 octobre 2016."
constitution_1996,Loi n° 22-07 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant découpage judiciaire.
LOI n° 05-11 — relative à l'organisation judiciaire,Loi n° 22-07 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant découpage judiciaire.
ORDONNANCE n° 66-155 — portant code de procédure pénale,Loi n° 22-07 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant découpage judiciaire.
LOI n° 84-09 — relative à l'organisation territoriale du pays,Loi n° 22-07 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant découpage judiciaire.
ORDONNANCE n° 97-11 — portant découpage judiciaire,Loi n° 22-07 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant découpage judiciaire.
LOI n° 08-09 — portant code de procédure civile et administrative,Loi n° 22-07 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant découpage judiciaire.
constitution_1996,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
LOI n° 05-11 — relative à l'organisation judiciaire,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 66-155 — portant code de procédure pénale,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
LOI n° 06-01 — relative à la prévention et à la lutte contre la corruption,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
LOI n° 18-15 — relative aux lois de finances,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 66-156 — portant code pénal,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 75-58 — portant code civil,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 75-59 — portant code de commerce,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 79-07 — portant code des douanes,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
LOI n° 95-20 — relative à la Cour des comptes,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 95-23 — portant statut des magistrats de la Cour des comptes,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
LOI n° 05-01 — relative à la prévention et à la lutte contre le blanchiment d'argent et le financement du terrorisme,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 06-03 — portant statut général de la fonction publique,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
LOI n° 18-07 — relative à la protection des personnes physiques dans le traitement des données à caractère personnel,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
ORDONNANCE n° 21-06 — relative à la protection des informations et des documents administratifs,"Loi n° 22-08 — du 4 Chaoual 1443 correspondant au 5 mai 2022 fixant l'organisation, la composition et les attributions de la Haute autorité de transparence, de prévention et de lutte contre la corruption."
constitution_1996,Loi n° 22-09 — du 4 Chaoual 1443 correspondant au 5 mai 2022 modifiant et complétant l'ordonnance n° 75-59 du 26 septembre 1975 portant code de commerce.
ORDONNANCE n° 75-58 — portant code civil,Loi n° 22-09 — du 4 Chaoual 1443 correspondant au 5 mai 2022 modifiant et complétant l'ordonnance n° 75-59 du 26 septembre 1975 portant code de commerce.
ORDONNANCE n° 75-59 — portant code de commerce,Loi n° 22-09 — du 4 Chaoual 1443 correspondant au 5 mai 2022 modifiant et complétant l'ordonnance n° 75-59 du 26 septembre 1975 portant code de commerce.
LOI n° 08-09 — portant code de procédure civile et administrative,Loi n° 22-09 — du 4 Chaoual 1443 correspondant au 5 mai 2022 modifiant et complétant l'ordonnance n° 75-59 du 26 septembre 1975 portant code de commerce.
constitution_1996,Décret présidentiel n° 22-181 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant création d'un chapitre et transfert de crédits au budget de fonctionnement du ministère de la justice.
LOI n° 84-17 — relative aux lois de finances,Décret présidentiel n° 22-181 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant création d'un chapitre et transfert de crédits au budget de fonctionnement du ministère de la justice.
LOI n° 21-16 — portant loi de finances pour 2022,Décret présidentiel n° 22-181 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant création d'un chapitre et transfert de crédits au budget de fonctionnement du ministère de la justice.
"DECRET PRESIDENTIEL — portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2022, au budget des charges communes",Décret présidentiel n° 22-181 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant création d'un chapitre et transfert de crédits au budget de fonctionnement du ministère de la justice.
"DECRET EXECUTIF n° 22-07 — portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2022, au ministre de la justice, garde des sceaux",Décret présidentiel n° 22-181 — du 4 Chaoual 1443 correspondant au 5 mai 2022 portant création d'un chapitre et transfert de crédits au budget de fonctionnement du ministère de la justice.
constitution_1996,Décret présidentiel n° 21-184 — portant transfert de crédits au budget de fonctionnement du ministère de l'industrie pharmaceutique.
LOI n° 84-17 — relative aux lois de finances,Décret présidentiel n° 21-184 — portant transfert de crédits au budget de fonctionnement du ministère de l'industrie pharmaceutique.
LOI n° 21-16 — portant loi de finances pour 2022,Décret présidentiel n° 21-184 — portant transfert de crédits au budget de fonctionnement du ministère de l'industrie pharmaceutique.
"DECRET PRESIDENTIEL — portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2022, au budget des charges communes",Décret présidentiel n° 21-184 — portant transfert de crédits au budget de fonctionnement du ministère de l'industrie pharmaceutique.
"DECRET EXECUTIF n° 22-20 — portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2022, au ministre de l'industrie",Décret présidentiel n° 21-184 — portant transfert de crédits au budget de fonctionnement du ministère de l'industrie pharmaceutique.
constitution_1996,Décret présidentiel n° 22-185 — du 12 Chaoual 1443 correspondant au 13 mai 2022 portant déclaration de deuil national.
LOI n° 63-145 — portant définition des caractéristiques de l'emblème national,Décret présidentiel n° 22-185 — du 12 Chaoual 1443 correspondant au 13 mai 2022 portant déclaration de deuil national.
DECRET PRESIDENTIEL n° 97-365 — relatif aux conditions d'utilisation de l'emblème national,Décret présidentiel n° 22-185 — du 12 Chaoual 1443 correspondant au 13 mai 2022 portant déclaration de deuil national.
"le décès du Cheikh Khalifa Ben Zayed, Chef de l'Etat des Emirats Arabes Unis",Décret présidentiel n° 22-185 — du 12 Chaoual 1443 correspondant au 13 mai 2022 portant déclaration de deuil national.
constitution_1996,Décret exécutif n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.
LOI n° 84-17 — relative aux lois de finances,Décret exécutif n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.
LOI n° 21-16 — portant loi de finances pour 2022,Décret exécutif n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.
DECRET PRESIDENTIEL n° 21-275 — portant nomination du Premier ministre,Décret exécutif n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,Décret exécutif n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.
DECRET EXECUTIF n° 98-227 — relatif aux dépenses d'équipement de l'Etat,Décret exécutif n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.
constitution_1996,Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
"ORDONNANCE n° 70-20 — relative à l'état civil, notamment ses articles 25 bis et 78",Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
LOI n° 11-10 — relative à la commune,Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
LOI n° 18-07 — relative à la protection des personnes physiques dans le traitement des données à caractère personnel,Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
"LOI n° 18-11 — relative à la santé, notamment son article 204",Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
DECRET PRESIDENTIEL n° 21-275 — portant nomination du Premier ministre,Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
"DECRET EXECUTIF n° 10-210 — instituant le numéro d'identification national unique, notamment son article 5",Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
DECRET EXECUTIF n° 16-80 — fixant le modèle du certificat médical de décès,Décret exécutif n° 22-178 — du 27 Ramadhan 1443 correspondant au 28 avril 2022 relatif au certificat médical de décès.
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,"Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
"DECRET EXECUTIF n° 04-332 — fixant les attributions du ministre de la justice, garde des sceaux","Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
DECRET EXECUTIF n° 08-167 — portant statut particulier des fonctionnaires appartenant aux corps spécifiques de l'administration pénitentiaire,"Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
"DECRET EXECUTIF n° 10-312 — portant création de l'école nationale des fonctionnaires de l'administration pénitentiaire, son organisation et son fonctionnement","Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
DECRET EXECUTIF n° 14-193 — fixant les attributions du directeur général de la fonction publique et de la réforme administrative,"Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
DECRET EXECUTIF n° 20-194 — relatif à la formation et au perfectionnement des fonctionnaires et agents publics dans les institutions et administrations publiques,"Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
"ARRETE — fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire","Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
ARRETE — fixant la liste des spécialités requises pour le recrutement et la promotion dans certains grades appartenant aux corps des personnels de commandement de l'administration pénitentiaire,"Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
ARRETE — fixant le cadre d'organisation des concours et examens professionnels pour l'accès à certains grades appartenant aux corps spécifiques de l'administration pénitentiaire,"Arrêté interministériel n° du 17 avril 2022 — du 16 Ramadhan 1443 correspondant au 17 avril 2022 modifiant et complétant l'arrêté interministériel du 24 Chaoual 1430 correspondant au 13 octobre 2009 fixant les modalités d'organisation, la durée, les programmes ainsi que les conditions d'accès à la formation spécialisée concernant certains grades appartenant aux corps spécifiques de l'administration pénitentiaire."
DECRET PRESIDENTIEL n° 21-281 — portant nomination des membres du Gouvernement,
DECRET EXECUTIF n° 98-412 — fixant les modalités d'affectation des revenus provenant des travaux et prestations effectués par les établissements publics en sus de leur mission principale,
"DECRET EXECUTIF n° 04-332 — fixant les attributions du ministre de la justice, garde des sceaux",
DECRET EXECUTIF n° 11-240 — portant réorganisation et fonctionnement de l'école nationale des greffes,
ARRETE — fixant la liste des travaux et prestations susceptibles d'être effectués par l'école nationale des greffes en sus de sa mission principale et les modalités d'affectation des revenus y afférents,
constitution_1996,Décret présidentiel n° 25-166 — mettant fin aux fonctions du président de la Cour constitutionnelle.
ORDONNANCE n° 21-01 — portant loi organique relative au régime électoral,Décret présidentiel n° 25-166 — mettant fin aux fonctions du président de la Cour constitutionnelle.
LOI n° 22-19 — fixant les procédures et modalités de saisine et de renvoi devant la Cour constitutionnelle,Décret présidentiel n° 25-166 — mettant fin aux fonctions du président de la Cour constitutionnelle.
DECRET PRESIDENTIEL n° 22-93 — relatif aux règles se rapportant à l'organisation de la Cour constitutionnelle,Décret présidentiel n° 25-166 — mettant fin aux fonctions du président de la Cour constitutionnelle.
décision fixant l'organisation interne des structures et des organes de la Cour constitutionnelle,Décret présidentiel n° 25-166 — mettant fin aux fonctions du président de la Cour constitutionnelle.
ORDONNANCE n° 06-03 — portant statut général de la fonction publique,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
DECRET PRESIDENTIEL n° 07-307 — fixant les modalités d'attribution de la bonification indiciaire aux titulaires de postes supérieurs dans les institutions et administrations publiques,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
DECRET PRESIDENTIEL n° 21-117 — complétant le décret n° 84-79 du 3 avril 1984 fixant les noms et les chefs-lieux des wilayas,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
DECRET PRESIDENTIEL n° 21-275 — portant nomination du Premier ministre,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
DECRET PRESIDENTIEL n° 22-305 — portant nomination des membres du Gouvernement,"Arrêté interministériel du 15 Chaoual 1445 — modifiant et complétant l'arrêté interministériel du 18 Joumada El Oula 1444 correspondant au 12 décembre 2022 fixant la liste des postes supérieurs de la délégation nationale à la sécurité routière, les conditions d'accès à ces postes ainsi que la bonification indiciaire y afférente."
